Notes	ICD-10 113 Cause List	ICD-10 113 Cause List Code	Ten-Year Age Groups	Ten-Year Age Groups Code	Gender	Gender Code	Census Region	Census Region Code	Deaths	Population	Crude Rate
	Intentional self-harm (suicide) by discharge of firearms (X72-X74)	GR113-125	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	205	Not Applicable	Not Applicable
	Intentional self-harm (suicide) by discharge of firearms (X72-X74)	GR113-125	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	90	Not Applicable	Not Applicable
	Intentional self-harm (suicide) by discharge of firearms (X72-X74)	GR113-125	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	26	Not Applicable	Not Applicable
	Intentional self-harm (suicide) by discharge of firearms (X72-X74)	GR113-125	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	51	Not Applicable	Not Applicable
	Intentional self-harm (suicide) by discharge of firearms (X72-X74)	GR113-125	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	84	Not Applicable	Not Applicable
	Intentional self-harm (suicide) by discharge of firearms (X72-X74)	GR113-125	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	49	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	5-14 years	14-May	Female	F	Census Region 1: Northeast	CENS-R1	13	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	5-14 years	14-May	Female	F	Census Region 2: Midwest	CENS-R2	31	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	5-14 years	14-May	Female	F	Census Region 3: South	CENS-R3	47	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	5-14 years	14-May	Female	F	Census Region 4: West	CENS-R4	32	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	5-14 years	14-May	Male	M	Census Region 1: Northeast	CENS-R1	22	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	5-14 years	14-May	Male	M	Census Region 2: Midwest	CENS-R2	37	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	5-14 years	14-May	Male	M	Census Region 3: South	CENS-R3	68	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	5-14 years	14-May	Male	M	Census Region 4: West	CENS-R4	44	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	15-24 years	15-24	Female	F	Census Region 1: Northeast	CENS-R1	82	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	15-24 years	15-24	Female	F	Census Region 2: Midwest	CENS-R2	138	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	15-24 years	15-24	Female	F	Census Region 3: South	CENS-R3	176	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	15-24 years	15-24	Female	F	Census Region 4: West	CENS-R4	165	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	15-24 years	15-24	Male	M	Census Region 1: Northeast	CENS-R1	160	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	15-24 years	15-24	Male	M	Census Region 2: Midwest	CENS-R2	231	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	337	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	15-24 years	15-24	Male	M	Census Region 4: West	CENS-R4	300	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	89	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	148	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	232	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	165	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	199	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	315	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	439	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	339	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	124	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	183	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	283	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	188	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	197	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	233	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	383	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	315	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	153	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	175	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	290	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	226	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	196	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	277	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	425	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	311	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	104	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	151	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	248	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	194	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	166	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	183	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	292	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	55-64 years	55-64	Male	M	Census Region 4: West	CENS-R4	190	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	65-74 years	65-74	Female	F	Census Region 1: Northeast	CENS-R1	71	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	65-74 years	65-74	Female	F	Census Region 2: Midwest	CENS-R2	61	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	65-74 years	65-74	Female	F	Census Region 3: South	CENS-R3	114	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	65-74 years	65-74	Female	F	Census Region 4: West	CENS-R4	92	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	65-74 years	65-74	Male	M	Census Region 1: Northeast	CENS-R1	75	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	65-74 years	65-74	Male	M	Census Region 2: Midwest	CENS-R2	75	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	65-74 years	65-74	Male	M	Census Region 3: South	CENS-R3	119	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	65-74 years	65-74	Male	M	Census Region 4: West	CENS-R4	105	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	75-84 years	75-84	Female	F	Census Region 1: Northeast	CENS-R1	33	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	75-84 years	75-84	Female	F	Census Region 2: Midwest	CENS-R2	35	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	75-84 years	75-84	Female	F	Census Region 3: South	CENS-R3	68	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	75-84 years	75-84	Female	F	Census Region 4: West	CENS-R4	54	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	75-84 years	75-84	Male	M	Census Region 1: Northeast	CENS-R1	44	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	75-84 years	75-84	Male	M	Census Region 2: Midwest	CENS-R2	42	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	75-84 years	75-84	Male	M	Census Region 3: South	CENS-R3	68	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	75-84 years	75-84	Male	M	Census Region 4: West	CENS-R4	61	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	85+ years	85+	Female	F	Census Region 1: Northeast	CENS-R1	23	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	85+ years	85+	Female	F	Census Region 2: Midwest	CENS-R2	19	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	85+ years	85+	Female	F	Census Region 3: South	CENS-R3	34	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	85+ years	85+	Female	F	Census Region 4: West	CENS-R4	38	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	85+ years	85+	Male	M	Census Region 1: Northeast	CENS-R1	29	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	85+ years	85+	Male	M	Census Region 2: Midwest	CENS-R2	24	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	85+ years	85+	Male	M	Census Region 3: South	CENS-R3	35	Not Applicable	Not Applicable
	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	GR113-126	85+ years	85+	Male	M	Census Region 4: West	CENS-R4	37	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	< 1 year	1	Female	F	Census Region 1: Northeast	CENS-R1	37	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	< 1 year	1	Female	F	Census Region 2: Midwest	CENS-R2	86	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	< 1 year	1	Female	F	Census Region 3: South	CENS-R3	161	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	< 1 year	1	Female	F	Census Region 4: West	CENS-R4	69	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	< 1 year	1	Male	M	Census Region 1: Northeast	CENS-R1	45	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	< 1 year	1	Male	M	Census Region 2: Midwest	CENS-R2	129	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	< 1 year	1	Male	M	Census Region 3: South	CENS-R3	196	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	< 1 year	1	Male	M	Census Region 4: West	CENS-R4	87	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	1-4 years	4-Jan	Female	F	Census Region 1: Northeast	CENS-R1	27	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	1-4 years	4-Jan	Female	F	Census Region 2: Midwest	CENS-R2	84	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	1-4 years	4-Jan	Female	F	Census Region 3: South	CENS-R3	145	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	1-4 years	4-Jan	Female	F	Census Region 4: West	CENS-R4	62	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	1-4 years	4-Jan	Male	M	Census Region 1: Northeast	CENS-R1	43	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	1-4 years	4-Jan	Male	M	Census Region 2: Midwest	CENS-R2	108	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	1-4 years	4-Jan	Male	M	Census Region 3: South	CENS-R3	199	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	1-4 years	4-Jan	Male	M	Census Region 4: West	CENS-R4	90	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	5-14 years	14-May	Female	F	Census Region 2: Midwest	CENS-R2	20	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	5-14 years	14-May	Female	F	Census Region 3: South	CENS-R3	42	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	5-14 years	14-May	Female	F	Census Region 4: West	CENS-R4	18	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	5-14 years	14-May	Male	M	Census Region 1: Northeast	CENS-R1	25	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	5-14 years	14-May	Male	M	Census Region 2: Midwest	CENS-R2	42	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	5-14 years	14-May	Male	M	Census Region 3: South	CENS-R3	85	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	5-14 years	14-May	Male	M	Census Region 4: West	CENS-R4	33	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	15-24 years	15-24	Female	F	Census Region 1: Northeast	CENS-R1	49	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	15-24 years	15-24	Female	F	Census Region 2: Midwest	CENS-R2	107	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	15-24 years	15-24	Female	F	Census Region 3: South	CENS-R3	176	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	15-24 years	15-24	Female	F	Census Region 4: West	CENS-R4	80	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	15-24 years	15-24	Male	M	Census Region 1: Northeast	CENS-R1	693	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	15-24 years	15-24	Male	M	Census Region 2: Midwest	CENS-R2	749	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	15-24 years	15-24	Male	M	Census Region 3: South	CENS-R3	1576	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	15-24 years	15-24	Male	M	Census Region 4: West	CENS-R4	669	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	25-34 years	25-34	Female	F	Census Region 1: Northeast	CENS-R1	38	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	25-34 years	25-34	Female	F	Census Region 2: Midwest	CENS-R2	88	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	25-34 years	25-34	Female	F	Census Region 3: South	CENS-R3	213	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	25-34 years	25-34	Female	F	Census Region 4: West	CENS-R4	63	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	25-34 years	25-34	Male	M	Census Region 1: Northeast	CENS-R1	540	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	25-34 years	25-34	Male	M	Census Region 2: Midwest	CENS-R2	575	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	25-34 years	25-34	Male	M	Census Region 3: South	CENS-R3	1407	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	25-34 years	25-34	Male	M	Census Region 4: West	CENS-R4	559	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	35-44 years	35-44	Female	F	Census Region 1: Northeast	CENS-R1	22	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	35-44 years	35-44	Female	F	Census Region 2: Midwest	CENS-R2	50	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	35-44 years	35-44	Female	F	Census Region 3: South	CENS-R3	146	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	35-44 years	35-44	Female	F	Census Region 4: West	CENS-R4	56	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	35-44 years	35-44	Male	M	Census Region 1: Northeast	CENS-R1	310	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	35-44 years	35-44	Male	M	Census Region 2: Midwest	CENS-R2	364	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	35-44 years	35-44	Male	M	Census Region 3: South	CENS-R3	890	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	35-44 years	35-44	Male	M	Census Region 4: West	CENS-R4	402	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	45-54 years	45-54	Female	F	Census Region 1: Northeast	CENS-R1	34	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	45-54 years	45-54	Female	F	Census Region 2: Midwest	CENS-R2	62	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	45-54 years	45-54	Female	F	Census Region 3: South	CENS-R3	125	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	45-54 years	45-54	Female	F	Census Region 4: West	CENS-R4	64	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	45-54 years	45-54	Male	M	Census Region 1: Northeast	CENS-R1	218	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	45-54 years	45-54	Male	M	Census Region 2: Midwest	CENS-R2	262	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	45-54 years	45-54	Male	M	Census Region 3: South	CENS-R3	685	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	45-54 years	45-54	Male	M	Census Region 4: West	CENS-R4	326	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	55-64 years	55-64	Female	F	Census Region 1: Northeast	CENS-R1	18	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	55-64 years	55-64	Female	F	Census Region 2: Midwest	CENS-R2	32	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	55-64 years	55-64	Female	F	Census Region 3: South	CENS-R3	82	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	55-64 years	55-64	Female	F	Census Region 4: West	CENS-R4	46	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	55-64 years	55-64	Male	M	Census Region 1: Northeast	CENS-R1	108	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	55-64 years	55-64	Male	M	Census Region 2: Midwest	CENS-R2	169	Not Applicable	Not Applicable
	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	GR113-127	55-64 years	55-64	Male	M	Census Region 3: South	CENS-R3	446	Not Applicable	Not Applicable
