Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,65-74 years,65-74,Female,F,34,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,65-74 years,65-74,Male,M,43,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,75-84 years,75-84,Female,F,83,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,75-84 years,75-84,Male,M,83,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,85+ years,85+,Female,F,61,Not Applicable,Not Applicable
,White,2106-3,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,85+ years,85+,Male,M,43,Not Applicable,Not Applicable
,White,2106-3,Cerebral infarction due to embolism of cerebral arteries,I63.4,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Cerebral infarction, unspecified",I63.9,65-74 years,65-74,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Cerebral infarction, unspecified",I63.9,75-84 years,75-84,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Cerebral infarction, unspecified",I63.9,75-84 years,75-84,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Cerebral infarction, unspecified",I63.9,85+ years,85+,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,"Cerebral infarction, unspecified",I63.9,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,45-54 years,45-54,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,45-54 years,45-54,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,55-64 years,55-64,Female,F,42,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,55-64 years,55-64,Male,M,59,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,65-74 years,65-74,Female,F,83,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,65-74 years,65-74,Male,M,100,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,75-84 years,75-84,Female,F,327,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,75-84 years,75-84,Male,M,249,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,85+ years,85+,Female,F,451,Not Applicable,Not Applicable
,White,2106-3,"Stroke, not specified as haemorrhage or infarction",I64,85+ years,85+,Male,M,210,Not Applicable,Not Applicable
,White,2106-3,"Cerebrovascular disease, unspecified",I67.9,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Cerebrovascular disease, unspecified",I67.9,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Cerebrovascular disease, unspecified",I67.9,85+ years,85+,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Cerebrovascular disease, unspecified",I67.9,85+ years,85+,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,85+ years,85+,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Generalized and unspecified atherosclerosis,I70.9,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Generalized and unspecified atherosclerosis,I70.9,75-84 years,75-84,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Generalized and unspecified atherosclerosis,I70.9,85+ years,85+,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,Generalized and unspecified atherosclerosis,I70.9,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Dissection of aorta [any part],I71.0,55-64 years,55-64,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Dissection of aorta [any part],I71.0,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Dissection of aorta [any part],I71.0,75-84 years,75-84,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,Dissection of aorta [any part],I71.0,75-84 years,75-84,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Dissection of aorta [any part],I71.0,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Dissection of aorta [any part],I71.0,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,55-64 years,55-64,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,65-74 years,65-74,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,65-74 years,65-74,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,75-84 years,75-84,Female,F,33,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,75-84 years,75-84,Male,M,37,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,85+ years,85+,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, ruptured",I71.3,85+ years,85+,Male,M,33,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, without mention of rupture",I71.4,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, without mention of rupture",I71.4,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Abdominal aortic aneurysm, without mention of rupture",I71.4,75-84 years,75-84,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,"Aortic aneurysm of unspecified site, ruptured",I71.8,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Aortic aneurysm of unspecified site, ruptured",I71.8,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,75-84 years,75-84,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,75-84 years,75-84,Male,M,35,Not Applicable,Not Applicable
,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,85+ years,85+,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,"Peripheral vascular disease, unspecified",I73.9,85+ years,85+,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,85+ years,85+,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Lobar pneumonia, unspecified",J18.1,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,35-44 years,35-44,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,45-54 years,45-54,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,45-54 years,45-54,Male,M,36,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,55-64 years,55-64,Female,F,52,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,55-64 years,55-64,Male,M,61,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,65-74 years,65-74,Female,F,99,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,65-74 years,65-74,Male,M,150,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,75-84 years,75-84,Female,F,307,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,75-84 years,75-84,Male,M,323,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,85+ years,85+,Female,F,556,Not Applicable,Not Applicable
,White,2106-3,"Pneumonia, unspecified",J18.9,85+ years,85+,Male,M,358,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,55-64 years,55-64,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,55-64 years,55-64,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,65-74 years,65-74,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,65-74 years,65-74,Male,M,41,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,75-84 years,75-84,Female,F,54,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,75-84 years,75-84,Male,M,71,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,85+ years,85+,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,"Emphysema, unspecified",J43.9,85+ years,85+,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,55-64 years,55-64,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,55-64 years,55-64,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,65-74 years,65-74,Female,F,78,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,65-74 years,65-74,Male,M,86,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,75-84 years,75-84,Female,F,168,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,75-84 years,75-84,Male,M,184,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,85+ years,85+,Female,F,120,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,85+ years,85+,Male,M,146,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,75-84 years,75-84,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,85+ years,85+,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,85+ years,85+,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Other specified chronic obstructive pulmonary disease,J44.8,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,45-54 years,45-54,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,45-54 years,45-54,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,55-64 years,55-64,Female,F,93,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,55-64 years,55-64,Male,M,91,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,65-74 years,65-74,Female,F,242,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,65-74 years,65-74,Male,M,246,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,75-84 years,75-84,Female,F,370,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,75-84 years,75-84,Male,M,393,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,85+ years,85+,Female,F,249,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,85+ years,85+,Male,M,185,Not Applicable,Not Applicable
,White,2106-3,"Asthma, unspecified",J45.9,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Coalworker pneumoconiosis,J60,85+ years,85+,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Pneumoconiosis due to asbestos and other mineral fibres,J61,75-84 years,75-84,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,55-64 years,55-64,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,55-64 years,55-64,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,65-74 years,65-74,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,65-74 years,65-74,Male,M,37,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,75-84 years,75-84,Female,F,85,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,75-84 years,75-84,Male,M,142,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,85+ years,85+,Female,F,181,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,85+ years,85+,Male,M,191,Not Applicable,Not Applicable
,White,2106-3,Adult respiratory distress syndrome,J80,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Adult respiratory distress syndrome,J80,65-74 years,65-74,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Adult respiratory distress syndrome,J80,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Adult respiratory distress syndrome,J80,75-84 years,75-84,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Adult respiratory distress syndrome,J80,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,55-64 years,55-64,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,55-64 years,55-64,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,65-74 years,65-74,Male,M,58,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,75-84 years,75-84,Female,F,74,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,75-84 years,75-84,Male,M,96,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,85+ years,85+,Female,F,39,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,85+ years,85+,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,65-74 years,65-74,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,75-84 years,75-84,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,75-84 years,75-84,Male,M,34,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,85+ years,85+,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,85+ years,85+,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Pleural effusion, not elsewhere classified",J90,75-84 years,75-84,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Pleural effusion, not elsewhere classified",J90,75-84 years,75-84,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Pleural effusion, not elsewhere classified",J90,85+ years,85+,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Pleural effusion, not elsewhere classified",J90,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,65-74 years,65-74,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,65-74 years,65-74,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,75-84 years,75-84,Female,F,49,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,75-84 years,75-84,Male,M,38,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,85+ years,85+,Female,F,38,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,85+ years,85+,Male,M,41,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,55-64 years,55-64,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,75-84 years,75-84,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,75-84 years,75-84,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,65-74 years,65-74,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,75-84 years,75-84,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,75-84 years,75-84,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,85+ years,85+,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,65-74 years,65-74,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,75-84 years,75-84,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,75-84 years,75-84,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,85+ years,85+,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,55-64 years,55-64,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,55-64 years,55-64,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,65-74 years,65-74,Female,F,33,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,65-74 years,65-74,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,75-84 years,75-84,Female,F,81,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,75-84 years,75-84,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,85+ years,85+,Female,F,91,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,85+ years,85+,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,75-84 years,75-84,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,75-84 years,75-84,Male,M,28,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,85+ years,85+,Female,F,69,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,85+ years,85+,Male,M,33,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,85+ years,85+,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,75-84 years,75-84,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,85+ years,85+,Female,F,30,Not Applicable,Not Applicable
,White,2106-3,"Peritonitis, unspecified",K65.9,75-84 years,75-84,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Peritonitis, unspecified",K65.9,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,45-54 years,45-54,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,45-54 years,45-54,Male,M,45,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,55-64 years,55-64,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,55-64 years,55-64,Male,M,41,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Alcoholic hepatic failure,K70.4,55-64 years,55-64,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Alcoholic liver disease, unspecified",K70.9,45-54 years,45-54,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,45-54 years,45-54,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,45-54 years,45-54,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,55-64 years,55-64,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,55-64 years,55-64,Male,M,40,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,65-74 years,65-74,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,65-74 years,65-74,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,75-84 years,75-84,Male,M,17,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,45-54 years,45-54,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,45-54 years,45-54,Male,M,57,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,55-64 years,55-64,Female,F,40,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,55-64 years,55-64,Male,M,80,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,65-74 years,65-74,Female,F,33,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,65-74 years,65-74,Male,M,43,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,75-84 years,75-84,Female,F,49,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,75-84 years,75-84,Male,M,35,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,85+ years,85+,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,45-54 years,45-54,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,45-54 years,45-54,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,55-64 years,55-64,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,55-64 years,55-64,Male,M,27,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,65-74 years,65-74,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Acute cholecystitis,K81.0,85+ years,85+,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Acute cholecystitis,K81.0,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Cholangitis,K83.0,85+ years,85+,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Acute pancreatitis, unspecified",K85.9,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Acute pancreatitis, unspecified",K85.9,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Acute pancreatitis, unspecified",K85.9,75-84 years,75-84,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Acute pancreatitis, unspecified",K85.9,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Acute pancreatitis, unspecified",K85.9,85+ years,85+,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Acute pancreatitis, unspecified",K85.9,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,45-54 years,45-54,Male,M,14,Not Applicable,Not Applicable
