Notes,Race,Race Code,Cause of death,Cause of death Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,45-54 years,45-54,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,55-64 years,55-64,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,55-64 years,55-64,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,65-74 years,65-74,Female,F,94,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,65-74 years,65-74,Male,M,104,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,75-84 years,75-84,Female,F,129,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,75-84 years,75-84,Male,M,157,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,85+ years,85+,Female,F,86,Not Applicable,Not Applicable
,White,2106-3,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,85+ years,85+,Male,M,76,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,65-74 years,65-74,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,75-84 years,75-84,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,45-54 years,45-54,Female,F,27,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,45-54 years,45-54,Male,M,24,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,55-64 years,55-64,Female,F,111,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,55-64 years,55-64,Male,M,116,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,65-74 years,65-74,Female,F,244,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,65-74 years,65-74,Male,M,238,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,75-84 years,75-84,Female,F,269,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,75-84 years,75-84,Male,M,279,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,85+ years,85+,Female,F,123,Not Applicable,Not Applicable
,White,2106-3,"Chronic obstructive pulmonary disease, unspecified",J44.9,85+ years,85+,Male,M,81,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,55-64 years,55-64,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,55-64 years,55-64,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,65-74 years,65-74,Male,M,47,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,75-84 years,75-84,Female,F,84,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,75-84 years,75-84,Male,M,99,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,85+ years,85+,Female,F,113,Not Applicable,Not Applicable
,White,2106-3,Pneumonitis due to food and vomit,J69.0,85+ years,85+,Male,M,93,Not Applicable,Not Applicable
,White,2106-3,Adult respiratory distress syndrome,J80,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,Adult respiratory distress syndrome,J80,75-84 years,75-84,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,55-64 years,55-64,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,55-64 years,55-64,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,65-74 years,65-74,Male,M,43,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,75-84 years,75-84,Female,F,44,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,75-84 years,75-84,Male,M,48,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,85+ years,85+,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,Other interstitial pulmonary diseases with fibrosis,J84.1,85+ years,85+,Male,M,25,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,65-74 years,65-74,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,"Interstitial pulmonary disease, unspecified",J84.9,75-84 years,75-84,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,"Pleural effusion, not elsewhere classified",J90,85+ years,85+,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Acute respiratory failure,J96.0,85+ years,85+,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,65-74 years,65-74,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,75-84 years,75-84,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,75-84 years,75-84,Male,M,31,Not Applicable,Not Applicable
,White,2106-3,"Respiratory failure, unspecified",J96.9,85+ years,85+,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,Other disorders of lung,J98.4,55-64 years,55-64,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,75-84 years,75-84,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,"Noninfective gastroenteritis and colitis, unspecified",K52.9,85+ years,85+,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,75-84 years,75-84,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Acute vascular disorders of intestine,K55.0,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,55-64 years,55-64,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,65-74 years,65-74,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,75-84 years,75-84,Female,F,41,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,85+ years,85+,Female,F,48,Not Applicable,Not Applicable
,White,2106-3,"Vascular disorder of intestine, unspecified",K55.9,85+ years,85+,Male,M,16,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,65-74 years,65-74,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,75-84 years,75-84,Female,F,31,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,75-84 years,75-84,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,85+ years,85+,Female,F,46,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified intestinal obstruction,K56.6,85+ years,85+,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,85+ years,85+,Female,F,12,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,Perforation of intestine (nontraumatic),K63.1,85+ years,85+,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,35-44 years,35-44,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,45-54 years,45-54,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,45-54 years,45-54,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,55-64 years,55-64,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,Alcoholic cirrhosis of liver,K70.3,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,45-54 years,45-54,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,55-64 years,55-64,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,55-64 years,55-64,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,65-74 years,65-74,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Hepatic failure, unspecified",K72.9,65-74 years,65-74,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,35-44 years,35-44,Male,M,15,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,45-54 years,45-54,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,45-54 years,45-54,Male,M,49,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,55-64 years,55-64,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,55-64 years,55-64,Male,M,69,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,65-74 years,65-74,Female,F,29,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,65-74 years,65-74,Male,M,50,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,75-84 years,75-84,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Other and unspecified cirrhosis of liver,K74.6,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,45-54 years,45-54,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Liver disease, unspecified",K76.9,55-64 years,55-64,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Acute pancreatitis, unspecified",K85.9,55-64 years,55-64,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Acute pancreatitis, unspecified",K85.9,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Acute pancreatitis, unspecified",K85.9,75-84 years,75-84,Female,F,21,Not Applicable,Not Applicable
,White,2106-3,"Acute pancreatitis, unspecified",K85.9,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,65-74 years,65-74,Female,F,18,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,65-74 years,65-74,Male,M,21,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,75-84 years,75-84,Female,F,32,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,75-84 years,75-84,Male,M,26,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,85+ years,85+,Female,F,43,Not Applicable,Not Applicable
,White,2106-3,"Gastrointestinal haemorrhage, unspecified",K92.2,85+ years,85+,Male,M,22,Not Applicable,Not Applicable
,White,2106-3,"Rheumatoid arthritis, unspecified",M06.9,75-84 years,75-84,Female,F,13,Not Applicable,Not Applicable
,White,2106-3,"Chronic nephritic syndrome, unspecified",N03.9,75-84 years,75-84,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,45-54 years,45-54,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,55-64 years,55-64,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,55-64 years,55-64,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,65-74 years,65-74,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,65-74 years,65-74,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,75-84 years,75-84,Female,F,66,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,75-84 years,75-84,Male,M,47,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,85+ years,85+,Female,F,68,Not Applicable,Not Applicable
,White,2106-3,"Acute renal failure, unspecified",N17.9,85+ years,85+,Male,M,42,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,55-64 years,55-64,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,55-64 years,55-64,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,65-74 years,65-74,Female,F,26,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,65-74 years,65-74,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,75-84 years,75-84,Female,F,36,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,75-84 years,75-84,Male,M,32,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,85+ years,85+,Female,F,16,Not Applicable,Not Applicable
,White,2106-3,End-stage renal disease,N18.0,85+ years,85+,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,65-74 years,65-74,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,75-84 years,75-84,Male,M,19,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,85+ years,85+,Female,F,14,Not Applicable,Not Applicable
,White,2106-3,"Chronic renal failure, unspecified",N18.9,85+ years,85+,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,45-54 years,45-54,Male,M,13,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,55-64 years,55-64,Female,F,20,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,55-64 years,55-64,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,65-74 years,65-74,Female,F,43,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,65-74 years,65-74,Male,M,44,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,75-84 years,75-84,Female,F,68,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,75-84 years,75-84,Male,M,71,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,85+ years,85+,Female,F,67,Not Applicable,Not Applicable
,White,2106-3,Unspecified renal failure,N19,85+ years,85+,Male,M,37,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,55-64 years,55-64,Female,F,19,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,65-74 years,65-74,Female,F,38,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,65-74 years,65-74,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,75-84 years,75-84,Female,F,76,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,75-84 years,75-84,Male,M,56,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,85+ years,85+,Female,F,113,Not Applicable,Not Applicable
,White,2106-3,"Urinary tract infection, site not specified",N39.0,85+ years,85+,Male,M,36,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by premature rupture of membranes,P01.1,< 1 year,1,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Newborn affected by premature rupture of membranes,P01.1,< 1 year,1,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Extreme immaturity,P07.2,< 1 year,1,Female,F,41,Not Applicable,Not Applicable
,White,2106-3,Extreme immaturity,P07.2,< 1 year,1,Male,M,39,Not Applicable,Not Applicable
,White,2106-3,Other preterm infants,P07.3,< 1 year,1,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Other preterm infants,P07.3,< 1 year,1,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Neonatal cardiac failure,P29.0,< 1 year,1,Female,F,10,Not Applicable,Not Applicable
,White,2106-3,Necrotizing enterocolitis of newborn,P77,< 1 year,1,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,"Congenital malformation of heart, unspecified",Q24.9,< 1 year,1,Male,M,10,Not Applicable,Not Applicable
,White,2106-3,Respiratory arrest,R09.2,65-74 years,65-74,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Respiratory arrest,R09.2,75-84 years,75-84,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Respiratory arrest,R09.2,75-84 years,75-84,Male,M,11,Not Applicable,Not Applicable
,White,2106-3,Respiratory arrest,R09.2,85+ years,85+,Female,F,17,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,35-44 years,35-44,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,35-44 years,35-44,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,45-54 years,45-54,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,45-54 years,45-54,Male,M,51,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,55-64 years,55-64,Female,F,37,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,55-64 years,55-64,Male,M,51,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,65-74 years,65-74,Female,F,82,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,65-74 years,65-74,Male,M,81,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,75-84 years,75-84,Female,F,145,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,75-84 years,75-84,Male,M,118,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,85+ years,85+,Female,F,189,Not Applicable,Not Applicable
,White,2106-3,Other ill-defined and unspecified causes of mortality,R99,85+ years,85+,Male,M,87,Not Applicable,Not Applicable
,White,2106-3,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,15-24 years,15-24,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Other fall on same level,W18,85+ years,85+,Female,F,11,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,75-84 years,75-84,Female,F,28,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,75-84 years,75-84,Male,M,30,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,85+ years,85+,Female,F,44,Not Applicable,Not Applicable
,White,2106-3,Unspecified fall,W19,85+ years,85+,Male,M,29,Not Applicable,Not Applicable
,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,75-84 years,75-84,Female,F,25,Not Applicable,Not Applicable
,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,75-84 years,75-84,Male,M,18,Not Applicable,Not Applicable
,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,85+ years,85+,Female,F,23,Not Applicable,Not Applicable
,White,2106-3,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,85+ years,85+,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,75-84 years,75-84,Female,F,22,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,75-84 years,75-84,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,85+ years,85+,Female,F,49,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing fracture,X59.0,85+ years,85+,Male,M,20,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,65-74 years,65-74,Male,M,12,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,75-84 years,75-84,Female,F,24,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,75-84 years,75-84,Male,M,14,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,85+ years,85+,Female,F,15,Not Applicable,Not Applicable
,White,2106-3,Exposure to unspecified factor causing other and unspecified injury,X59.9,85+ years,85+,Male,M,16,Not Applicable,Not Applicable
---,,,,,,,,,,,
"Dataset: Underlying Cause of Death, 1999-2018",,,,,,,,,,,
Query Parameters:,,,,,,,,,,,
Title: 2008 Cause of death South,,,,,,,,,,,
Autopsy: Unknown,,,,,,,,,,,
Census Regions: Census Region 3: South (CENS-R3),,,,,,,,,,,
Place of Death: Medical Facility - Inpatient; Medical Facility - Outpatient or ER,,,,,,,,,,,
Year/Month: 2008,,,,,,,,,,,
Group By: Race; Cause of death; Ten-Year Age Groups; Gender,,,,,,,,,,,
Show Totals: Disabled,,,,,,,,,,,
Show Zero Values: Disabled,,,,,,,,,,,
Show Suppressed: False,,,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,,,
Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups),,,,,,,,,,,
---,,,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information.,,,,,,,,,,,
---,,,,,,,,,,,
"Query Date: May 1, 2020 5:16:05 PM",,,,,,,,,,,
---,,,,,,,,,,,
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death",,,,,,,,,,,
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as",,,,,,,,,,,
compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed,,,,,,,,,,,
"at http://wonder.cdc.gov/ucd-icd10.html on May 1, 2020 5:16:05 PM",,,,,,,,,,,
---,,,,,,,,,,,
Messages:,,,,,,,,,,,
"1. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will",,,,,,,,,,,
not be available.,,,,,,,,,,,
---,,,,,,,,,,,
Caveats:,,,,,,,,,,,
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,",,,,,,,,,,,
due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd.html#NotApplicableRates.,,,,,,,,,,,
2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the Place of Death,,,,,,,,,,,
"category ""Place of death unknown."" Caution should be used in interpreting these data. More information:",,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies.,,,,,,,,,,,
3. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of,,,,,,,,,,,
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data.",,,,,,,,,,,
More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies.,,,,,,,,,,,
4. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable.,,,,,,,,,,,
"5. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,",,,,,,,,,,,
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:",,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated.,,,,,,,,,,,
6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the,,,,,,,,,,,
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis",,,,,,,,,,,
of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin,,,,,,,,,,,
"are inconsistent between these two data sources, death rates will be biased. More information:",,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences.,,,,,,,,,,,
"7. The Place of Death category 'Medical Facility - Status unknown' is only available from 1999 - 2002, and 'Hospice facility' is",,,,,,,,,,,
only available for 2003 and later.,,,,,,,,,,,
"8. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99",,,,,,,,,,,
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences",,,,,,,,,,,
in information available to individual states and probable errors. Caution should be used in interpreting these data. More,,,,,,,,,,,
information can be found at: https://www.cdc.gov/nchs/maternal-mortality/.,,,,,,,,,,,
9. Changes to cause of death classification affect reporting trends. More information:,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes.,,,,,,,,,,,
