Notes,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Year,Year Code,Deaths,Population,Crude Rate
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,45-54 years,45-54,Female,F,2016,2016,31,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,45-54 years,45-54,Female,F,2018,2018,24,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,45-54 years,45-54,Male,M,2008,2008,14,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,45-54 years,45-54,Male,M,2010,2010,8,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,45-54 years,45-54,Male,M,2012,2012,7,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,45-54 years,45-54,Male,M,2014,2014,9,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,45-54 years,45-54,Male,M,2016,2016,11,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,45-54 years,45-54,Male,M,2018,2018,11,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Female,F,2008,2008,27,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Female,F,2010,2010,25,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Female,F,2012,2012,33,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Female,F,2014,2014,44,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Female,F,2016,2016,63,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Female,F,2018,2018,51,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Male,M,2008,2008,15,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Male,M,2010,2010,11,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Male,M,2012,2012,13,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Male,M,2014,2014,13,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Male,M,2016,2016,23,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,55-64 years,55-64,Male,M,2018,2018,27,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Female,F,2008,2008,38,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Female,F,2010,2010,49,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Female,F,2012,2012,42,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Female,F,2014,2014,77,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Female,F,2016,2016,90,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Female,F,2018,2018,81,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Male,M,2008,2008,24,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Male,M,2010,2010,33,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Male,M,2012,2012,16,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Male,M,2014,2014,33,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Male,M,2016,2016,39,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,65-74 years,65-74,Male,M,2018,2018,44,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Female,F,2008,2008,94,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Female,F,2010,2010,73,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Female,F,2012,2012,74,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Female,F,2014,2014,82,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Female,F,2016,2016,79,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Female,F,2018,2018,94,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Male,M,2008,2008,36,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Male,M,2010,2010,39,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Male,M,2012,2012,48,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Male,M,2014,2014,42,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Male,M,2016,2016,52,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,75-84 years,75-84,Male,M,2018,2018,67,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Female,F,2008,2008,93,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Female,F,2010,2010,96,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Female,F,2012,2012,86,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Female,F,2014,2014,89,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Female,F,2016,2016,104,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Female,F,2018,2018,110,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Male,M,2008,2008,30,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Male,M,2010,2010,28,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Male,M,2012,2012,34,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Male,M,2014,2014,36,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Male,M,2016,2016,48,Not Applicable,Not Applicable
,"#Infections of kidney (N10-N12,N13.6,N15.1)",GR113-102,85+ years,85+,Male,M,2018,2018,42,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,35-44 years,35-44,Male,M,2010,2010,1,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,45-54 years,45-54,Male,M,2010,2010,2,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,45-54 years,45-54,Male,M,2012,2012,1,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,55-64 years,55-64,Male,M,2008,2008,5,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,55-64 years,55-64,Male,M,2010,2010,5,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,55-64 years,55-64,Male,M,2012,2012,4,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,55-64 years,55-64,Male,M,2014,2014,4,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,55-64 years,55-64,Male,M,2016,2016,7,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,55-64 years,55-64,Male,M,2018,2018,10,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,65-74 years,65-74,Male,M,2008,2008,22,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,65-74 years,65-74,Male,M,2010,2010,18,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,65-74 years,65-74,Male,M,2012,2012,14,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,65-74 years,65-74,Male,M,2014,2014,21,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,65-74 years,65-74,Male,M,2016,2016,32,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,65-74 years,65-74,Male,M,2018,2018,28,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,75-84 years,75-84,Male,M,2008,2008,73,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,75-84 years,75-84,Male,M,2010,2010,51,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,75-84 years,75-84,Male,M,2012,2012,51,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,75-84 years,75-84,Male,M,2014,2014,46,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,75-84 years,75-84,Male,M,2016,2016,67,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,75-84 years,75-84,Male,M,2018,2018,48,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,85+ years,85+,Male,M,2008,2008,110,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,85+ years,85+,Male,M,2010,2010,96,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,85+ years,85+,Male,M,2012,2012,112,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,85+ years,85+,Male,M,2014,2014,95,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,85+ years,85+,Male,M,2016,2016,126,Not Applicable,Not Applicable
,#Hyperplasia of prostate (N40),GR113-103,85+ years,85+,Male,M,2018,2018,86,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,< 1 year,1,Female,F,2008,2008,1,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,15-24 years,15-24,Female,F,2008,2008,2,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,15-24 years,15-24,Female,F,2010,2010,1,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,15-24 years,15-24,Female,F,2012,2012,1,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,15-24 years,15-24,Female,F,2016,2016,1,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,15-24 years,15-24,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,25-34 years,25-34,Female,F,2008,2008,4,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,25-34 years,25-34,Female,F,2010,2010,2,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,25-34 years,25-34,Female,F,2012,2012,3,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,25-34 years,25-34,Female,F,2014,2014,4,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,25-34 years,25-34,Female,F,2016,2016,4,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,25-34 years,25-34,Female,F,2018,2018,1,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,35-44 years,35-44,Female,F,2008,2008,3,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,35-44 years,35-44,Female,F,2010,2010,5,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,35-44 years,35-44,Female,F,2012,2012,6,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,35-44 years,35-44,Female,F,2014,2014,4,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,35-44 years,35-44,Female,F,2016,2016,8,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,35-44 years,35-44,Female,F,2018,2018,8,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,45-54 years,45-54,Female,F,2008,2008,5,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,45-54 years,45-54,Female,F,2010,2010,9,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,45-54 years,45-54,Female,F,2012,2012,8,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,45-54 years,45-54,Female,F,2014,2014,9,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,45-54 years,45-54,Female,F,2016,2016,14,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,45-54 years,45-54,Female,F,2018,2018,9,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,55-64 years,55-64,Female,F,2008,2008,11,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,55-64 years,55-64,Female,F,2010,2010,14,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,55-64 years,55-64,Female,F,2012,2012,7,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,55-64 years,55-64,Female,F,2014,2014,19,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,55-64 years,55-64,Female,F,2016,2016,16,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,55-64 years,55-64,Female,F,2018,2018,16,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,65-74 years,65-74,Female,F,2008,2008,15,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,65-74 years,65-74,Female,F,2010,2010,19,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,65-74 years,65-74,Female,F,2012,2012,17,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,65-74 years,65-74,Female,F,2014,2014,13,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,65-74 years,65-74,Female,F,2016,2016,21,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,65-74 years,65-74,Female,F,2018,2018,29,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,75-84 years,75-84,Female,F,2008,2008,29,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,75-84 years,75-84,Female,F,2010,2010,29,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,75-84 years,75-84,Female,F,2012,2012,15,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,75-84 years,75-84,Female,F,2014,2014,27,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,75-84 years,75-84,Female,F,2016,2016,25,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,75-84 years,75-84,Female,F,2018,2018,22,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,85+ years,85+,Female,F,2008,2008,26,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,85+ years,85+,Female,F,2010,2010,14,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,85+ years,85+,Female,F,2012,2012,16,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,85+ years,85+,Female,F,2014,2014,7,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,85+ years,85+,Female,F,2016,2016,20,Not Applicable,Not Applicable
,#Inflammatory diseases of female pelvic organs (N70-N76),GR113-104,85+ years,85+,Female,F,2018,2018,17,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,5-14 years,14-May,Female,F,2012,2012,1,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,5-14 years,14-May,Female,F,2014,2014,2,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,5-14 years,14-May,Female,F,2016,2016,2,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,5-14 years,14-May,Female,F,2018,2018,1,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15-24 years,15-24,Female,F,2008,2008,99,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15-24 years,15-24,Female,F,2010,2010,102,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15-24 years,15-24,Female,F,2012,2012,91,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15-24 years,15-24,Female,F,2014,2014,99,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15-24 years,15-24,Female,F,2016,2016,103,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15-24 years,15-24,Female,F,2018,2018,87,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25-34 years,25-34,Female,F,2008,2008,214,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25-34 years,25-34,Female,F,2010,2010,216,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25-34 years,25-34,Female,F,2012,2012,255,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25-34 years,25-34,Female,F,2014,2014,238,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25-34 years,25-34,Female,F,2016,2016,271,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25-34 years,25-34,Female,F,2018,2018,257,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,35-44 years,35-44,Female,F,2008,2008,120,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,35-44 years,35-44,Female,F,2010,2010,137,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,35-44 years,35-44,Female,F,2012,2012,163,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,35-44 years,35-44,Female,F,2014,2014,225,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,35-44 years,35-44,Female,F,2016,2016,220,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,35-44 years,35-44,Female,F,2018,2018,233,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,45-54 years,45-54,Female,F,2008,2008,35,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,45-54 years,45-54,Female,F,2010,2010,37,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,45-54 years,45-54,Female,F,2012,2012,85,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,45-54 years,45-54,Female,F,2014,2014,108,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,45-54 years,45-54,Female,F,2016,2016,128,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,45-54 years,45-54,Female,F,2018,2018,5,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,55-64 years,55-64,Female,F,2008,2008,2,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,55-64 years,55-64,Female,F,2010,2010,3,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,55-64 years,55-64,Female,F,2014,2014,2,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,55-64 years,55-64,Female,F,2016,2016,1,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,65-74 years,65-74,Female,F,2010,2010,1,Not Applicable,Not Applicable
,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,75-84 years,75-84,Female,F,2008,2008,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Female,F,2008,2008,5743,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Female,F,2010,2010,5061,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Female,F,2012,2012,4981,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Female,F,2014,2014,4958,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Female,F,2016,2016,4825,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Female,F,2018,2018,4392,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Male,M,2008,2008,7579,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Male,M,2010,2010,6522,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Male,M,2012,2012,6376,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Male,M,2014,2014,6394,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Male,M,2016,2016,6096,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,< 1 year,1,Male,M,2018,2018,5755,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Female,F,2008,2008,16,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Female,F,2010,2010,7,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Female,F,2012,2012,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Female,F,2014,2014,8,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Female,F,2016,2016,11,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Female,F,2018,2018,13,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Male,M,2008,2008,14,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Male,M,2010,2010,10,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Male,M,2012,2012,14,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Male,M,2014,2014,7,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Male,M,2016,2016,13,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,1-4 years,4-Jan,Male,M,2018,2018,25,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Female,F,2008,2008,5,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Female,F,2010,2010,4,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Female,F,2012,2012,8,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Female,F,2014,2014,3,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Female,F,2016,2016,4,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Female,F,2018,2018,6,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Male,M,2008,2008,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Male,M,2010,2010,5,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Male,M,2012,2012,5,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Male,M,2014,2014,2,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Male,M,2016,2016,5,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,5-14 years,14-May,Male,M,2018,2018,6,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Female,F,2008,2008,1,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Female,F,2010,2010,3,Not Applicable,Not Applicable
,#Certain conditions originating in the perinatal period (P00-P96),GR113-108,15-24 years,15-24,Female,F,2012,2012,2,Not Applicable,Not Applicable
